""	"rateTrain"	"rateAirplane"	"Attractiveness"	"ManipDest"	"ManipInfo"	"ManipTax"	"PreferTrain"	"PreferAirplane"	"ImportPrice"	"ImportTime"	"ImportComfort"	"SchipholTrain"	"SchipholCar"	"CO2Comp"	"CO2Comp5E"	"CO2Comp7E"	"CO2CompMax"	"Nep01"	"Nep02"	"Nep03"	"Nep04"	"Nep05"	"Bif01"	"Bif02"	"Bif03"	"Bif04"	"Bif05"	"Bif06"	"Bif07"	"Guilt01"	"Guilt02"	"Guilt03"	"Guilt04"	"Guilt05"	"Big01"	"Big02"	"Big03"	"Big04"	"Big05"	"Big06"	"Big07"	"Big08"	"Big09"	"Big10"	"dGender"	"YrBirth"	"dIBA"	"SatFac"	"HrPWork"	"HrVWork"	"HrClass"	"HrStud"	"cLiving"	"cLocate"	"dPreMas"	"dSports"	"dFraternity"	"dAssoc"	"dAbroad"	"CheckDest"	"CheckInfo"	"CheckTax"	"avgEnvironBelief"	"avgGuiltFeel"	"avgPersonal"	"f.ManipInfo"
"368"	1	80	90	"Marseille"	2	1	1	50	70	60	50	3	2	1	1	1	20	6	1	3	5	7	2	1	1	1	1	1	1	4	4	1	1	2	1	4	2	4	1	5	1	5	1	4	2	1998	1	85	8	7	24	27	3	5	2	1	2	2	2	3	1	1	5.6	4.4	4.625	"No"
"369"	20	80	40	"Berlin"	1	3	25	75	35	75	40	3	3	2	2	2	2	5	1	5	2	2	2	1	1	1	2	1	1	1	1	5	5	5	2	3	1	4	1	5	2	4	2	3	1	2000	1	75	8	2	10	15	2	2	2	1	1	2	2	2	2	3	4.6	1	4.125	"Yes"
"370"	0	100	65	"Berlin"	1	2	30	60	70	70	50	3	2	2	2	2	3	2	3	5	3	2	2	1	2	1	2	1	2	2	3	4	4	4	2	4	2	2	4	4	3	3	4	2	2	1999	1	65	25	5	6	20	2	1	2	1	1	2	2	2	2	2	3.4	2.2	3.25	"Yes"
"371"	0	100	40	"Marseille"	2	1	30	70	85	35	30	1	5	2	1	2	5	7	2	2	3	7	1	1	2	2	1	2	2	3	3	3	5	3	1	5	3	2	2	5	1	5	5	5	2	2000	2	60	0	5	0	42	2	1	2	2	2	1	1	3	1	1	6.2	2.6	3.875	"No"
"372"	1	100	77	"Berlin"	2	1	0	100	75	59	62	2	3	1	1	1	26	6	5	3	5	6	2	1	2	1	2	1	2	2	4	3	3	4	4	5	2	4	1	5	3	4	2	4	1	2000	1	69	8	0	6	10	1	1	2	1	1	2	1	2	1	1	4.6	2.8	3.875	"No"
"373"	10	100	30	"Marseille"	2	1	80	20	100	70	20	1	1	1	1	1	30	6	1	2	4	7	2	1	2	1	2	2	1	1	3	5	3	5	3	4	1	2	4	5	2	4	3	4	1	1995	1	80	15	0	12	30	2	1	1	1	2	2	1	3	1	1	6	1.8	3.75	"No"
"374"	2	100	65	"Berlin"	2	3	3	100	80	70	40	3	2	2	2	2	2	2	4	2	6	5	2	1	2	2	2	1	2	1	2	4	4	5	3	4	4	5	4	4	3	3	4	3	1	1999	1	70	10	0	8	1	3	4	2	1	1	2	2	2	1	3	3.8	1.6	3.25	"No"
"375"	100	66	78	"Berlin"	2	1	87	18	24	38	100	2	4	1	1	1	20	5	2	3	5	6	2	2	2	1	2	1	1	2	1	3	5	5	4	5	3	4	3	4	4	2	2	4	1	1998	1	27	10	0	10	20	1	4	2	2	2	1	2	2	1	1	5	1.6	3.25	"No"
"376"	40	70	30	"Londen"	2	1	100	10	70	40	10	4	4	1	1	1	17	5	5	1	6	7	2	2	2	1	2	1	1	2	4	2	3	3	4	5	4	5	4	3	2	3	5	2	1	1998	1	87	10	0	8	20	3	2	2	1	2	2	2	1	1	1	4.8	3.2	3.125	"No"
"377"	40	81	100	"Londen"	2	2	40	91	91	84	49	2	3	1	1	1	5	4	5	5	5	5	2	1	2	1	1	1	2	2	3	4	2	5	3	5	2	3	5	5	3	4	3	4	1	2000	2	81	15	5	3	10	2	2	2	1	2	1	1	1	1	1	3.6	2.4	3.75	"No"
"378"	10	70	20	"Marseille"	1	3	40	50	80	70	50	2	2	2	2	2	0	6	4	4	4	2	2	1	2	1	1	1	2	1	1	5	5	5	4	5	2	4	2	4	2	5	1	4	1	1998	1	70	20	5	10	10	1	1	2	1	2	2	1	3	2	2	4	1	4.125	"Yes"
"379"	35	75	20	"Marseille"	1	2	50	50	50	60	60	3	3	1	1	1	25	5	1	1	4	7	2	1	2	1	2	2	2	3	4	3	1	4	2	4	2	4	2	4	1	5	3	3	2	1997	1	70	18	8	8	20	1	4	1	1	1	2	1	3	2	2	6	3.4	4.125	"Yes"
"380"	1	100	76	"Marseille"	1	3	0	100	80	90	80	4	4	2	2	2	0	5	6	4	6	6	2	1	2	2	1	2	1	1	1	1	1	1	3	5	4	5	2	5	3	4	2	3	1	1998	1	83	30	0	0	2	3	3	2	1	2	2	2	3	2	3	3.8	3.4	3.875	"Yes"
"381"	0	100	88	"Londen"	1	1	NA	100	25	50	25	2	2	1	1	1	20	6	4	2	4	6	2	1	2	1	1	1	1	1	2	5	3	4	2	4	3	5	2	4	2	4	1	5	1	1999	1	78	12	0	10	10	1	1	2	1	2	2	2	1	2	1	5.2	1.8	4.125	"Yes"
"382"	51	70	70	"Berlin"	1	2	75	65	75	70	60	2	3	1	1	2	5	3	5	2	4	6	1	1	2	1	2	1	1	2	1	4	5	4	4	5	5	4	4	3	4	3	2	1	1	1998	1	65	0	8	8	25	3	2	2	1	1	2	2	2	2	2	4.4	1.6	3	"Yes"
"383"	20	90	40	"Berlin"	2	3	65	36	81	60	69	3	2	2	2	2	2.5	6	3	1	6	6	2	2	2	1	1	1	1	2	2	4	4	3	4	2	4	4	4	4	2	3	2	4	1	1999	1	66	0	0	12	5	3	1	2	1	2	2	2	2	1	3	5.2	2.2	3.125	"No"
"384"	38	66	30	"Londen"	1	1	41	64	75	75	40	3	2	2	2	2	0	5	7	3	3	7	2	1	2	1	1	1	2	3	3	3	3	3	4	5	1	2	5	2	2	3	3	4	2	2000	1	80	2	0	6	20	3	1	2	1	2	2	2	1	2	1	4.6	3	3.25	"Yes"
"385"	20	80	80	"Londen"	1	3	60	40	50	68	38	1	3	2	1	1	10	5	5	3	3	5	2	1	2	1	1	1	2	1	3	3	4	4	4	2	4	2	4	4	3	4	4	4	2	2000	1	70	16	0	6	6	3	1	2	2	1	2	2	1	2	3	4.6	2.2	2.625	"Yes"
"386"	10	100	21	"Londen"	2	1	73	51	76	80	50	4	3	1	2	2	3	4	3	2	4	5	2	1	2	1	1	1	1	3	4	3	3	3	4	4	3	3	2	4	2	4	3	4	2	1998	1	60	7	0	8	15	3	3	2	1	2	2	2	1	1	1	4.8	3.2	3.375	"No"
"387"	100	1	64	"Marseille"	2	3	100	NA	15	15	15	1	1	1	1	1	30	5	1	2	1	6	1	2	2	1	1	1	2	4	4	2	2	2	4	4	4	2	2	3	3	3	4	4	1	1999	1	65	4	0	4	6	2	1	2	2	2	2	2	3	1	3	6.2	4	2.625	"No"
"388"	46	65	80	"Londen"	1	3	68	30	85	47	14	2	3	1	1	1	10	2	4	2	5	5	2	1	2	1	1	2	1	2	4	3	1	2	4	3	2	3	3	2	3	3	3	2	2	2000	1	37	4	0	5	5	3	3	2	1	1	2	2	1	2	3	4	3.6	2.875	"Yes"
"389"	70	91	83	"Londen"	1	3	100	23	87	6	12	3	5	1	1	1	10	5	5	3	3	3	2	1	2	1	2	1	1	1	1	1	2	1	4	5	1	5	2	2	2	4	2	3	1	1997	1	80	16	5	8	10	1	4	1	1	2	2	1	1	1	2	4.2	3.2	3.875	"Yes"
"390"	10	90	75	"Marseille"	1	3	40	60	70	65	60	3	3	2	2	2	0	5	6	5	3	2	1	2	1	1	1	1	1	1	1	5	5	5	3	5	4	3	3	4	4	4	4	4	1	1998	1	75	16	0	2	2	3	3	2	1	2	1	1	3	2	3	3.4	1	3.125	"Yes"
"391"	30	70	65	"Berlin"	1	1	40	80	50	50	30	3	2	2	1	1	8	2	2	1	5	7	2	1	2	1	1	1	2	2	3	4	3	4	4	5	1	4	3	4	3	4	2	4	2	1999	1	73	10	0	9	3	1	1	2	1	1	2	2	2	2	1	5	2.4	3.875	"Yes"
"392"	40	60	70	"Londen"	2	2	70	30	60	30	10	1	2	1	1	1	15	6	6	3	6	5	2	1	2	1	2	1	2	3	3	3	4	1	1	5	4	3	4	5	4	4	2	4	1	1998	1	60	9	2	3	12	2	1	2	1	2	2	2	1	1	2	4	3.2	3.75	"No"
"393"	30	70	91	"Marseille"	2	3	100	0	0	0	100	2	2	1	1	1	20	5	1	1	5	7	2	1	2	1	1	1	1	3	4	2	4	2	4	5	2	5	2	4	3	4	1	4	1	1999	1	75	6	0	10	8	1	2	2	1	1	2	1	3	1	3	5.8	3.4	4	"No"
"394"	0	100	50	"Londen"	1	1	29	84	60	40	30	3	3	2	1	2	10	5	6	3	3	6	2	1	2	2	2	2	2	1	4	3	2	4	2	5	4	3	2	5	2	5	4	4	2	2000	1	55	6	4	5	4	1	4	2	1	2	1	2	1	1	1	4.6	2.8	3.75	"Yes"
"395"	0	100	70	"Marseille"	1	2	20	80	100	65	20	3	2	2	2	2	0	6	5	1	1	7	1	1	1	1	1	2	2	2	2	4	2	4	2	4	1	3	4	4	3	5	2	4	2	1999	2	50	0	3	10	8	1	3	2	1	2	2	2	3	1	2	6	2.4	4	"Yes"
"396"	66	82	65	"Berlin"	1	1	49	89	61	50	83	2	2	2	2	2	0	4	1	6	4	5	1	1	2	1	2	1	1	1	2	4	4	5	4	4	2	4	2	4	3	3	1	4	1	1997	1	40	16	0	6	8	1	1	2	1	1	2	1	2	2	1	4.4	1.6	3.625	"Yes"
"397"	100	30	100	"Berlin"	2	2	100	20	35	35	5	3	2	1	1	1	20	7	1	2	3	7	2	1	1	1	1	1	2	4	4	2	2	1	1	4	3	2	3	5	3	5	4	5	2	1996	1	50	15	2	18	25	4	1	1	2	2	2	1	2	1	1	6.4	4.2	3.625	"No"
"398"	16	82	54	"Marseille"	1	1	86	45	90	64	57	1	1	1	1	1	15	6	2	6	5	3	2	1	1	1	1	1	1	1	2	4	4	4	3	5	2	4	2	4	2	4	2	4	1	1999	1	76	8	0	4	4	2	5	2	2	2	1	1	3	2	1	4	1.8	4	"Yes"
"399"	10	80	0	"Marseille"	2	3	21	89	100	100	50	4	5	2	1	1	15	7	5	2	6	5	2	1	2	1	1	2	2	2	4	3	3	4	5	4	3	2	4	3	3	3	4	4	2	1999	1	61	8	0	12	12	2	3	2	2	2	2	2	3	1	1	4.6	2.8	2.625	"No"
"400"	4	96	86	"Berlin"	2	1	0	100	32	68	0	2	1	2	1	1	12	6	3	1	5	5	2	1	2	2	2	2	1	1	2	5	5	5	2	4	5	4	2	3	3	5	2	4	1	1999	1	72	0	2	8	8	2	4	2	1	2	2	2	2	1	1	5.2	1.2	3.5	"No"
"401"	14	69	63	"Marseille"	1	1	16	75	61	63	42	2	3	2	2	2	0	3	6	5	5	4	1	1	2	2	2	2	1	3	3	3	4	2	4	4	4	4	3	4	3	2	4	4	1	1999	1	76	5	8	10	10	2	2	2	1	2	2	1	3	2	2	3	3	2.875	"Yes"
"402"	0	100	52	"Berlin"	2	3	17	73	60	56	8	3	3	1	1	2	5	6	4	3	6	3	2	1	1	2	2	1	1	1	5	2	3	4	3	1	4	5	1	4	3	4	2	2	1	2000	1	51	15	0	0	5	3	2	2	1	2	2	2	2	1	3	4	3	3.25	"No"
"403"	20	90	25	"Marseille"	1	3	39	62	57	50	27	2	5	1	1	2	5	5	2	1	4	6	2	1	1	1	1	1	1	2	3	2	2	2	1	5	2	4	4	5	2	4	2	5	2	1997	1	80	8	8	12	25	1	1	1	1	2	1	1	3	2	3	5.6	3.4	4.375	"Yes"
"404"	20	80	60	"Berlin"	1	2	20	80	65	70	60	3	1	2	2	2	1	3	4	2	5	7	2	1	2	1	1	1	2	2	4	2	2	3	2	5	1	4	4	5	1	4	3	3	1	1997	1	85	20	5	12	10	3	4	2	1	2	2	2	2	2	2	4.6	3.4	4.375	"Yes"
"405"	0	100	40	"Berlin"	1	2	10	90	40	70	70	3	3	2	2	2	0	5	3	6	5	4	2	1	2	1	2	1	1	1	2	5	5	5	2	5	3	5	2	4	1	5	2	2	1	2000	1	85	0	0	9	10	3	4	2	1	2	2	1	2	2	1	3.8	1.2	4.375	"Yes"
"406"	7	92	50	"Berlin"	2	3	NA	80	68	86	29	4	3	1	1	1	15	6	1	1	2	6	2	1	1	1	2	1	2	1	1	5	5	5	2	4	5	4	3	4	3	2	3	4	2	2000	1	71	15	0	10	3	4	1	2	2	2	2	2	2	1	3	6.4	1	3.125	"No"
"407"	0	100	80	"Londen"	2	3	20	80	70	80	90	3	5	1	1	1	10	5	2	2	6	6	1	1	2	1	2	1	1	1	4	4	4	5	3	4	4	2	2	5	3	4	2	4	1	1997	1	78	8	0	10	20	1	1	2	1	1	2	2	1	1	3	5	2	3.375	"No"
"408"	80	60	65	"Berlin"	1	3	50	80	85	90	57	4	3	2	1	1	15	6	2	1	5	6	2	1	2	2	1	1	2	2	3	4	4	4	4	4	3	4	4	3	3	5	2	3	2	2000	1	73	0	3	12	20	3	3	2	2	2	2	2	2	2	3	5.6	2.2	3.5	"Yes"
"409"	73	85	96	"Londen"	1	2	91	74	69	81	92	4	3	1	1	1	15	6	4	3	6	5	2	2	2	1	1	2	2	2	3	4	3	4	4	5	2	2	2	3	2	5	4	4	1	1999	1	69	0	0	5	10	3	1	2	1	2	1	2	1	2	2	4.4	2.4	3.375	"Yes"
"410"	0	100	61	"Marseille"	1	1	30	80	100	70	11	2	5	2	1	1	10	5	1	1	5	7	2	1	2	1	2	1	1	2	1	4	4	3	4	5	2	2	4	4	3	3	4	1	2	1999	1	81	10	0	7	4	1	1	2	1	2	1	2	3	2	1	5.8	2	3.125	"Yes"
"411"	10	90	70	"Marseille"	1	2	70	30	90	60	20	3	3	1	1	1	15	5	2	2	3	4	2	1	2	2	2	1	1	1	2	4	3	5	2	4	4	3	4	5	4	5	5	5	2	1999	1	65	12	5	6	10	1	3	2	1	1	2	2	3	2	2	5.2	1.8	3.25	"Yes"
"412"	23	83	28	"Marseille"	2	2	56	42	90	92	67	2	5	2	1	1	10	5	6	3	5	6	2	1	2	2	2	1	2	2	3	4	5	5	5	1	4	4	3	2	3	5	5	4	1	2000	2	78	0	6	8	8	2	1	2	1	2	1	2	3	1	2	4.2	1.8	2.375	"No"
"413"	75	25	81	"Londen"	1	1	100	0	25	11	64	2	1	1	1	1	30	7	3	2	7	5	2	1	1	1	2	1	1	4	5	2	2	2	3	4	1	4	2	4	2	4	3	4	1	1996	1	55	20	10	8	20	5	1	2	1	2	2	2	1	2	1	4.8	4.2	3.875	"Yes"
"414"	10	80	80	"Londen"	1	2	70	30	50	60	50	3	3	1	1	2	6	5	2	4	6	4	2	1	2	1	2	2	1	1	1	4	5	5	4	4	2	4	4	2	3	5	1	4	1	2000	1	80	0	5	8	8	5	3	2	2	2	1	1	1	2	2	4.2	1.2	3.625	"Yes"
"415"	70	82	50	"Berlin"	1	1	0	100	80	50	65	2	1	2	2	2	0.5	4	4	5	6	4	2	1	2	2	2	2	1	1	3	5	4	5	3	4	2	4	1	5	4	4	2	4	1	1999	1	80	45	0	2	8	1	4	2	1	1	2	2	2	2	1	3.4	1.6	3.75	"Yes"
"416"	5	95	80	"Londen"	1	3	0	100	50	90	30	3	2	2	1	1	10	2	2	3	6	2	2	1	1	1	1	1	1	1	3	4	4	5	2	4	2	4	2	3	2	3	3	4	1	1998	1	70	10	0	4	20	1	1	2	1	1	2	1	1	2	3	3.4	1.8	3.625	"Yes"
"417"	48	69	69	"Berlin"	2	1	25	89	20	18	20	4	3	2	2	2	0	4	4	5	5	5	2	1	1	1	1	1	2	1	3	5	4	5	3	4	4	5	4	4	3	3	3	4	2	2000	1	50	40	0	2	2	3	4	2	2	2	2	2	2	1	2	3.8	1.6	3.375	"No"
"418"	1	100	60	"Marseille"	2	1	1	100	86	18	65	2	2	1	1	1	20	7	4	2	5	6	2	1	2	1	1	1	1	1	1	4	4	5	4	4	3	5	4	4	2	4	3	4	1	1999	1	46	14	0	10	25	2	3	2	1	2	2	2	3	1	1	5.2	1.4	3.625	"No"
"419"	0	100	50	"Berlin"	1	2	10	90	50	50	0	2	3	2	2	2	0	5	6	3	4	6	2	1	2	1	2	1	2	1	3	5	3	5	3	3	1	2	1	4	1	4	4	4	2	2000	1	50	16	0	4	4	2	2	2	1	1	2	2	2	1	2	4.4	1.8	3.5	"Yes"
"420"	40	70	10	"Berlin"	1	1	90	30	50	70	30	4	5	1	1	1	10	2	4	2	1	7	2	1	2	2	2	1	2	2	2	2	4	4	4	4	2	1	2	3	3	4	3	3	2	2000	1	40	8	0	8	24	3	3	2	1	2	2	2	2	2	1	5.2	2.4	3	"Yes"
"421"	35	92	50	"Marseille"	2	2	40	87	69	60	40	1	2	1	1	1	10	5	1	5	6	7	2	1	2	1	1	1	1	1	3	4	2	5	3	5	1	4	4	5	2	4	3	4	2	1999	1	63	10	0	8	10	1	4	2	2	1	2	1	3	1	2	4.8	2.2	4.125	"No"
"422"	100	0	7	"Londen"	1	3	100	0	0	25	28	3	2	2	2	2	0	5	3	6	7	6	2	1	1	2	1	2	2	1	1	5	5	5	3	3	5	5	1	1	1	3	1	2	1	2000	1	30	16	0	16	10	5	1	2	1	2	2	2	1	2	3	3.8	1	3.25	"Yes"
"423"	0	100	71	"Londen"	1	1	7	89	88	77	59	1	1	2	2	2	0	5	7	3	5	6	2	1	2	2	1	1	2	1	1	4	3	5	3	4	4	4	2	4	4	2	4	4	1	1999	1	60	15	0	12	10	2	1	2	1	2	2	1	1	2	3	4	1.6	2.875	"Yes"
"424"	0	90	61	"Marseille"	1	2	20	80	100	60	10	4	5	1	1	1	20	4	1	3	6	5	1	1	2	1	1	1	1	1	2	4	3	5	2	5	4	4	5	4	4	2	4	2	1	2000	1	70	8	0	6	6	3	4	2	2	2	2	2	3	2	2	4.6	1.8	3.125	"Yes"
"425"	20	100	39	"Berlin"	2	2	11	100	50	41	81	2	2	1	1	1	15	6	6	4	4	6	2	1	1	1	2	1	1	1	2	3	4	1	2	4	4	4	3	5	3	5	5	5	2	2000	1	76	5	0	15	20	1	1	2	2	2	2	1	2	1	2	4.4	2.6	3.5	"No"
"426"	40	82	59	"Londen"	1	3	40	77	93	69	38	3	3	1	1	1	10	5	5	2	5	6	1	1	2	2	2	2	2	2	2	4	4	4	2	4	4	2	NA	4	3	4	4	4	2	1999	1	71	8	0	10	25	2	4	2	1	2	2	2	1	2	3	4.6	2	3.125	"Yes"
"427"	0	100	30	"Marseille"	2	3	30	70	70	100	20	3	2	2	1	2	5	6	7	2	4	3	2	1	2	2	2	2	2	1	1	5	5	5	3	4	3	2	2	5	3	2	3	4	1	1998	1	50	10	0	8	4	3	3	2	1	2	2	2	3	1	3	4	1	3.125	"No"
"428"	65	85	71	"Marseille"	1	3	90	20	89	49	31	2	3	1	2	2	4	6	2	2	6	6	2	1	1	1	2	1	2	2	2	4	3	3	4	4	3	4	4	3	2	4	2	2	1	1999	2	70	0	0	12	12	1	1	2	2	2	1	2	3	2	3	5.2	2.4	3.5	"Yes"
"429"	70	30	83	"Marseille"	1	1	80	20	6	10	11	1	2	1	1	1	50	5	6	3	4	4	2	1	1	2	2	1	1	2	3	3	3	4	2	4	2	3	1	5	2	3	4	4	2	1999	1	70	12	26	6	6	2	1	2	2	1	2	2	3	2	1	4	2.6	3.625	"Yes"
"430"	19	100	100	"Londen"	2	1	25	100	40	100	78	3	2	2	2	2	1	3	4	7	7	4	2	1	1	1	1	1	1	1	1	1	1	1	3	4	2	5	4	4	1	5	2	4	1	1998	1	30	15	0	12	12	4	2	2	1	1	2	1	1	1	1	2.6	3.4	4.25	"No"
"431"	70	75	50	"Londen"	2	3	100	10	90	80	50	4	3	1	1	1	20	6	2	1	2	7	1	1	2	1	2	1	1	4	3	1	5	1	4	4	4	2	3	4	2	4	5	4	2	2000	1	65	0	0	10	20	2	4	2	2	2	1	2	1	1	3	6.4	3.6	2.875	"No"
"432"	29	71	70	"Marseille"	1	2	33	70	74	56	41	4	3	1	1	1	15	6	1	3	3	6	2	1	2	2	2	1	2	1	2	5	5	5	5	5	5	1	4	4	2	3	5	2	2	1999	1	77	15	0	12	10	3	1	2	2	2	2	2	3	2	2	5.8	1.2	2.5	"Yes"
"433"	29	92	100	"Londen"	2	2	100	NA	70	70	10	1	2	1	1	1	10	3	1	5	7	7	2	1	1	1	2	1	1	4	5	1	1	1	4	5	2	1	4	4	1	5	5	5	2	2000	1	85	12	0	8	10	3	3	2	1	2	2	2	1	1	2	4.2	4.8	3.375	"No"
"434"	10	96	41	"Marseille"	2	2	9	95	89	57	49	2	2	2	2	2	1	7	5	3	3	5	2	2	2	1	2	1	2	1	1	5	2	5	1	4	3	5	2	5	3	4	1	5	1	1997	1	65	6	0	12	20	1	1	2	1	1	2	2	3	1	2	5	1.6	4.25	"No"
"435"	40	80	90	"Londen"	2	1	40	80	80	70	30	4	4	1	1	1	15	3	3	2	5	5	2	1	2	1	1	1	1	2	4	4	4	4	4	5	2	3	5	4	2	4	3	3	2	2000	1	70	8	0	10	15	3	4	2	2	2	2	2	1	1	1	4.4	2.4	3.625	"No"
"436"	71	49	95	"Berlin"	2	3	80	39	50	50	65	4	4	1	1	1	10	4	4	4	5	5	1	1	2	1	2	2	2	2	3	3	2	4	5	5	3	4	4	3	3	5	3	3	2	2000	1	61	10	0	8	5	3	1	2	2	2	1	2	2	1	3	4	2.8	3.375	"No"
"437"	0	100	70	"Berlin"	1	2	65	60	75	55	70	3	3	2	1	2	5	6	4	5	5	2	2	1	2	2	2	1	1	1	2	4	4	4	4	5	2	5	3	5	4	4	3	4	1	1998	1	65	15	0	2	8	3	3	2	2	2	2	2	2	2	2	3.6	1.8	3.75	"Yes"
"438"	66	34	80	"Berlin"	2	2	30	70	40	40	50	3	2	1	1	1	30	5	1	2	1	7	2	1	1	1	1	1	2	2	4	1	4	2	4	5	4	5	2	4	3	4	2	5	1	1997	1	90	42	2	3	5	2	1	2	1	2	2	2	2	1	2	6.4	3.4	3.625	"No"
"439"	30	80	60	"Marseille"	1	3	70	25	85	60	20	1	2	1	1	1	10	5	4	2	6	7	2	1	2	1	2	1	1	3	3	2	2	3	2	4	2	2	5	4	2	4	4	5	1	1996	1	75	0	0	8	30	2	3	1	1	2	2	1	3	1	3	4.8	3.4	3.5	"Yes"
"440"	20	80	71	"Marseille"	2	1	80	27	33	64	48	3	2	1	1	1	20	7	7	4	6	6	2	2	2	1	2	1	2	4	4	1	1	1	1	5	2	4	1	5	1	4	1	5	2	1997	1	83	25	0	4	30	1	1	2	2	1	2	1	3	1	1	4	4.6	4.625	"No"
"441"	0	100	42	"Berlin"	2	2	21	79	70	85	99	2	1	2	2	2	0	3	6	2	2	3	2	1	2	1	1	1	2	1	1	4	4	5	3	5	3	3	2	4	4	3	4	3	1	1996	1	82	8	0	12	10	3	1	2	1	2	2	2	2	1	2	4	1.4	3.125	"No"
"442"	17	83	65	"Marseille"	1	2	18	82	62	66	62	4	3	1	1	1	20	5	3	3	4	4	2	1	2	1	2	1	2	1	2	4	3	4	2	5	3	4	2	4	1	3	2	4	1	2000	1	82	10	0	8	16	3	2	2	1	2	2	2	3	2	2	4.6	2	4	"Yes"
"443"	0	100	30	"Marseille"	2	3	NA	100	60	70	20	1	2	2	1	2	5	4	2	2	4	6	2	1	1	2	1	1	1	1	3	4	3	4	3	3	2	2	2	4	2	4	2	4	1	1996	1	75	4	4	5	3	3	3	2	1	2	1	2	3	1	3	5.2	2.2	3.5	"No"
"444"	50	80	80	"Berlin"	1	1	56	71	70	86	80	3	2	1	2	2	3	6	1	2	4	6	2	1	2	1	1	1	2	2	3	4	4	3	2	3	1	3	2	5	2	4	4	5	1	1999	1	70	16	0	20	10	3	3	2	1	2	1	1	2	2	1	5.8	2.4	3.75	"Yes"
"445"	25	76	64	"Londen"	1	3	17	88	52	52	52	4	3	1	1	1	15	4	4	4	4	4	2	1	2	2	2	1	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2000	1	51	12	2	5	10	1	4	2	2	1	1	2	1	2	3	4	2.6	3	"Yes"
"446"	20	80	70	"Marseille"	1	3	20	80	80	70	75	2	1	1	1	1	10	3	6	6	5	5	2	2	1	1	1	2	1	1	1	4	5	5	3	3	4	4	2	5	5	3	3	4	1	1999	1	60	15	0	5	5	3	3	2	1	2	1	1	3	1	3	3	1.2	3	"Yes"
"447"	34	80	73	"Londen"	1	3	17	85	66	59	54	4	3	2	1	1	15	4	6	6	6	5	2	1	2	1	1	2	2	1	3	2	3	4	3	4	3	4	3	4	4	4	3	4	1	1999	1	62	15	0	15	10	3	3	2	1	2	2	2	1	2	3	3	2.6	3.375	"Yes"
"448"	28	87	68	"Marseille"	1	1	20	85	77	36	24	3	3	2	1	1	10	2	2	5	3	5	2	1	2	2	1	1	2	1	1	4	4	5	2	4	1	2	4	4	1	4	2	4	2	1999	1	70	6	6	12	25	3	4	2	1	2	2	2	3	2	1	4.2	1.4	4	"Yes"
"449"	30	70	65	"Berlin"	2	3	30	60	25	65	60	3	2	1	1	2	5	3	2	2	3	5	2	2	1	2	2	2	1	3	2	2	2	4	4	2	1	4	2	4	4	5	3	4	2	1999	1	65	11	0	15	15	3	1	2	2	2	2	2	2	1	3	5	3	3.375	"No"
"450"	30	70	15	"Londen"	2	2	80	20	60	30	50	3	5	1	2	2	3	5	2	5	2	6	1	1	2	1	2	2	1	3	2	3	2	3	4	4	2	3	4	3	2	4	3	3	1	1995	1	81	16	0	4	20	1	1	1	1	2	2	1	1	1	2	5.2	3	3.375	"No"
"451"	0	100	75	"Marseille"	1	3	25	80	79	80	40	4	4	1	1	1	20	5	4	1	5	7	1	2	2	2	2	2	2	1	1	5	2	5	4	5	4	3	1	2	1	2	3	4	1	2000	1	85	0	6	8	20	3	5	2	1	2	2	2	3	2	1	5.2	1.6	3	"Yes"
"452"	20	90	65	"Londen"	2	3	30	71	90	65	40	4	4	2	2	2	0	6	4	2	4	5	2	2	2	1	2	1	1	1	1	5	5	5	2	3	2	4	2	4	2	4	2	2	2	1998	1	86	0	10	0	20	1	1	2	1	2	1	2	1	1	3	5	1	3.875	"No"
"453"	0	100	70	"Marseille"	1	1	30	70	70	75	50	1	2	2	1	2	5	6	3	2	4	6	1	2	2	1	1	1	2	1	4	4	3	4	2	4	1	4	2	4	2	4	1	3	2	1998	1	75	18	0	10	20	2	1	2	1	2	2	1	3	2	1	5.4	2.4	4.25	"Yes"
"454"	65	10	70	"Berlin"	1	2	75	13	71	51	30	2	3	2	1	1	10	5	4	4	6	7	1	2	1	1	1	1	1	2	4	4	2	5	3	4	3	2	2	4	1	4	3	4	1	1999	2	60	7	0	10	20	1	3	2	1	2	2	1	2	2	2	4.4	2.6	3.5	"Yes"
"455"	39	78	92	"Berlin"	2	3	82	49	100	90	37	1	1	2	1	1	10	5	1	1	4	7	2	1	1	1	1	1	1	4	3	2	1	2	2	5	1	3	1	5	1	5	3	5	2	1997	1	50	0	15	13	30	3	1	2	1	2	2	1	2	1	3	6	4	4.375	"No"
"456"	10	100	78	"Berlin"	2	1	23	23	89	90	15	2	3	2	2	2	1	5	2	5	3	4	2	2	2	1	2	2	2	2	4	4	4	4	2	3	2	4	3	5	4	4	4	4	2	1999	2	17	0	15	3	3	1	1	2	2	1	1	1	2	1	1	4.6	2.4	3.5	"No"
"457"	60	70	65	"Berlin"	1	3	20	90	70	10	60	4	3	1	1	1	20	2	3	5	5	5	1	1	2	1	1	1	1	2	2	4	4	4	5	5	1	4	1	3	2	4	2	5	1	2000	1	71	0	0	8	10	3	2	2	1	2	2	2	2	2	3	3.6	2	3.75	"Yes"
